mu,Ne,LL
4.5e-6,39.6,-3336.411064857343
4.749999999999999e-6,39.6,-3345.4088615112914
4.9999999999999996e-6,39.6,-3355.6526923666465
5.25e-6,39.6,-3367.02096974128
5.5e-6,39.6,-3379.409084879603
5.75e-6,39.6,-3392.7263867356132
6e-6,39.6,-3406.893804224327
6.2499999999999995e-6,39.6,-3421.8419541803196
6.5e-6,39.6,-3437.509620623105
6.75e-6,39.6,-3453.842521180826
7e-6,39.6,-3470.7922979638843
7.25e-6,39.6,-3488.315685598615
7.499999999999999e-6,39.6,-3506.37382036076
7.75e-6,39.6,-3524.931662632594
8e-6,39.6,-3543.957511083994
8.249999999999999e-6,39.6,-3563.4225916328583
8.5e-6,39.6,-3583.3007077848456
8.75e-6,39.6,-3603.5679416712824
9e-6,39.6,-3624.2023972126285
1e-6,39.650000000000006,-3545.9451909283775
1.2499999999999999e-6,39.650000000000006,-3479.024821821829
1.5e-6,39.650000000000006,-3430.434069278815
1.75e-6,39.650000000000006,-3394.4925815381885
2e-6,39.650000000000006,-3367.8096948163197
2.25e-6,39.650000000000006,-3348.1983614581673
2.4999999999999998e-6,39.650000000000006,-3334.1652806846996
2.75e-6,39.650000000000006,-3324.645341835114
3e-6,39.650000000000006,-3318.8521065955565
3.25e-6,39.650000000000006,-3316.188345045312
3.5e-6,39.650000000000006,-3316.189820930414
3.7499999999999997e-6,39.650000000000006,-3318.4885182220146
4e-6,39.650000000000006,-3322.7877600479474
4.25e-6,39.650000000000006,-3328.8448839170005
4.5e-6,39.650000000000006,-3336.4588764358805
4.749999999999999e-6,39.650000000000006,-3345.461355706979
4.9999999999999996e-6,39.650000000000006,-3355.7098694575507
5.25e-6,39.650000000000006,-3367.082830005471
5.5e-6,39.650000000000006,-3379.4756285950853
5.75e-6,39.650000000000006,-3392.797614180618
6e-6,39.650000000000006,-3406.969715676946
6.2499999999999995e-6,39.650000000000006,-3421.9225499184327
6.5e-6,39.650000000000006,-3437.594900925101
6.75e-6,39.650000000000006,-3453.932486324931
7e-6,39.650000000000006,-3470.886948228205
7.25e-6,39.650000000000006,-3488.415021261379
7.499999999999999e-6,39.650000000000006,-3506.4778417002435
7.75e-6,39.650000000000006,-3525.040369926973
8e-6,39.650000000000006,-3544.0709046115635
8.249999999999999e-6,39.650000000000006,-3563.540671671982
8.5e-6,39.650000000000006,-3583.4234746138045
8.75e-6,39.650000000000006,-3603.69539556844
9e-6,39.650000000000006,-3624.334538456256
1e-6,39.7,-3545.928086022717
1.2499999999999999e-6,39.7,-3479.012369883456
1.5e-6,39.7,-3430.426270584705
1.75e-6,39.7,-3394.489436365456
2e-6,39.7,-3367.8112034417577
2.25e-6,39.7,-3348.204524159017
2.4999999999999998e-6,39.7,-3334.1760977379445
2.75e-6,39.7,-3324.6608135179204
3e-6,39.7,-3318.872233184979
3.25e-6,39.7,-3316.2131268184844
3.5e-6,39.7,-3316.219258164402
3.7499999999999997e-6,39.7,-3318.5226111939633
4e-6,39.7,-3322.826509035294
4.25e-6,39.7,-3328.8882891966778
4.5e-6,39.7,-3336.5069382851198
4.749999999999999e-6,39.7,-3345.514074403278
4.9999999999999996e-6,39.7,-3355.7672452780434
5.25e-6,39.7,-3367.144863227368
5.5e-6,39.7,-3379.5423194958344
5.75e-6,39.7,-3392.8689630373997
6e-6,39.7,-3407.0457227671363
6.2499999999999995e-6,39.7,-3422.0032155195954
6.5e-6,39.7,-3437.680225314302
6.75e-6,39.7,-3454.0224697796752
7e-6,39.7,-3470.9815910260354
7.25e-6,39.7,-3488.5143236796225
7.499999999999999e-6,39.7,-3506.5818040163635
7.75e-6,39.7,-3525.1489924187044
8e-6,39.7,-3544.1841875561013
8.249999999999999e-6,39.7,-3563.658615346989
8.5e-6,39.7,-3583.5460792969266
8.75e-6,39.7,-3603.822661537098
9e-6,39.7,-3624.4664659879054
1e-6,39.75,-3545.9115905830226
1.2499999999999999e-6,39.75,-3479.0005017241533
1.5e-6,39.75,-3430.4190299819657
1.75e-6,39.75,-3394.4868235954114
2e-6,39.75,-3367.8132187808833
2.25e-6,39.75,-3348.211167883415
2.4999999999999998e-6,39.75,-3334.1873701240097
2.75e-6,39.75,-3324.676714841832
3e-6,39.75,-3318.8927637232014
3.25e-6,39.75,-3316.2382868473464
3.5e-6,39.75,-3316.24904796031
3.7499999999999997e-6,39.75,-3318.55703103326
4e-6,39.75,-3322.8655591942297
4.25e-6,39.75,-3328.931969952057
4.5e-6,39.75,-3336.5552499131713
4.749999999999999e-6,39.75,-3345.5670171804773
4.9999999999999996e-6,39.75,-3355.8248194809153
5.25e-6,39.75,-3367.207069132369
5.5e-6,39.75,-3379.609157379635
5.75e-6,39.75,-3392.9404331763894
6e-6,39.75,-3407.121825438027
6.2499999999999995e-6,39.75,-3422.0839509988305
6.5e-6,39.75,-3437.7655938786565
6.75e-6,39.75,-3454.1124717057432
7e-6,39.75,-3471.0762265903986
7.25e-6,39.75,-3488.6135931591416
7.499999999999999e-6,39.75,-3506.6857076875735
7.75e-6,39.75,-3525.2575305581386
8e-6,39.75,-3544.2973604408285
8.249999999999999e-6,39.75,-3563.7764232535774
8.5e-6,39.75,-3583.668522502239
8.75e-6,39.75,-3603.9497403177725
9e-6,39.75,-3624.598180621005
1e-6,39.8,-3545.8957031077134
1.2499999999999999e-6,39.8,-3478.989215914555
1.5e-6,39.8,-3430.41234611353
1.75e-6,39.8,-3394.484741943523
2e-6,39.8,-3367.815739621117
2.25e-6,39.8,-3348.2182914910854
2.4999999999999998e-6,39.8,-3334.199096774825
2.75e-6,39.8,-3324.6930448113976
3e-6,39.8,-3318.9136972868287
3.25e-6,39.8,-3316.263824280925
3.5e-6,39.8,-3316.279189539124
3.7499999999999997e-6,39.8,-3318.5917770330734
4e-6,39.8,-3322.9049098907385
4.25e-6,39.8,-3328.975925620929
4.5e-6,39.8,-3336.603810830036
4.749999999999999e-6,39.8,-3345.620183621087
4.9999999999999996e-6,39.8,-3355.8825917210565
5.25e-6,39.8,-3367.269447447604
5.5e-6,39.8,-3379.6761420456405
5.75e-6,39.8,-3393.01202446928
6e-6,39.8,-3407.198023633529
6.2499999999999995e-6,39.8,-3422.164756372709
6.5e-6,39.8,-3437.8510067067323
6.75e-6,39.8,-3454.202492263754
7e-6,39.8,-3471.17085515453
7.25e-6,39.8,-3488.7128300050495
7.499999999999999e-6,39.8,-3506.789553091187
7.75e-6,39.8,-3525.365984795671
8e-6,39.8,-3544.410423787979
8.249999999999999e-6,39.8,-3563.8940959864085
8.5e-6,39.8,-3583.790804896534
8.75e-6,39.8,-3604.076632650039
9e-6,39.8,-3624.7296831670346
1e-6,39.85,-3545.88042210121
1.2499999999999999e-6,39.85,-3478.9785110308285
1.5e-6,39.85,-3430.4062176276184
1.75e-6,39.85,-3394.483190129985
2e-6,39.85,-3367.8187647544873
2.25e-6,39.85,-3348.225893846378
2.4999999999999998e-6,39.85,-3334.211276626707
2.75e-6,39.85,-3324.7098024347333
3e-6,39.85,-3318.9350329563254
3.25e-6,39.85,-3316.2897382712167
3.5e-6,39.85,-3316.309682125262
3.7499999999999997e-6,39.85,-3318.6268484899806
4e-6,39.85,-3322.9445604931543
4.25e-6,39.85,-3329.020155643599
4.5e-6,39.85,-3336.6526205482714
4.749999999999999e-6,39.85,-3345.673573309456
4.9999999999999996e-6,39.85,-3355.9405616546437
5.25e-6,39.85,-3367.331997901571
5.5e-6,39.85,-3379.743273294921
5.75e-6,39.85,-3393.0837367887602
6e-6,39.85,-3407.274317298108
6.2499999999999995e-6,39.85,-3422.2456316576167
6.5e-6,39.85,-3437.936463887085
6.75e-6,39.85,-3454.2925316146975
7e-6,39.85,-3471.2654769509218
7.25e-6,39.85,-3488.8120345222906
7.499999999999999e-6,39.85,-3506.8933406044166
7.75e-6,39.85,-3525.4743555798213
8e-6,39.85,-3544.5233781184643
8.249999999999999e-6,39.85,-3564.0116341385065
8.5e-6,39.85,-3583.912927145419
8.75e-6,39.85,-3604.203339270707
9e-6,39.85,-3624.8609744349474
1e-6,39.900000000000006,-3545.8657460731215
1.2499999999999999e-6,39.900000000000006,-3478.968385654947
1.5e-6,39.900000000000006,-3430.4006431776447
1.75e-6,39.900000000000006,-3394.482166879853
2e-6,39.900000000000006,-3367.8222929783715
2.25e-6,39.900000000000006,-3348.2339738180426
2.4999999999999998e-6,39.900000000000006,-3334.2239086200716
2.75e-6,39.900000000000006,-3324.726986723973
3e-6,39.900000000000006,-3318.9567698154056
3.25e-6,39.900000000000006,-3316.316027974295
3.5e-6,39.900000000000006,-3316.340524946431
3.7499999999999997e-6,39.900000000000006,-3318.662244703137
4e-6,39.900000000000006,-3322.984510372539
4.25e-6,39.900000000000006,-3329.0646594634477
4.5e-6,39.900000000000006,-3336.70167858242
4.749999999999999e-6,39.900000000000006,-3345.7271858323293
4.9999999999999996e-6,39.900000000000006,-3355.9987289403734
5.25e-6,39.900000000000006,-3367.3947202243808
5.5e-6,39.900000000000006,-3379.8105509290367
5.75e-6,39.900000000000006,-3393.155570008355
6e-6,39.900000000000006,-3407.3507063775824
6.2499999999999995e-6,39.900000000000006,-3422.3265768712436
6.5e-6,39.900000000000006,-3438.0219655090073
6.75e-6,39.900000000000006,-3454.382589919305
7e-6,39.900000000000006,-3471.3600922127166
7.25e-6,39.900000000000006,-3488.9112070153847
7.499999999999999e-6,39.900000000000006,-3506.997070603321
7.75e-6,39.900000000000006,-3525.5826433590523
8e-6,39.900000000000006,-3544.636223952402
8.249999999999999e-6,39.900000000000006,-3564.129038301438
8.5e-6,39.900000000000006,-3584.03488991196
8.75e-6,39.900000000000006,-3604.329860915343
9e-6,39.900000000000006,-3624.9920552321987
1e-6,39.95,-3545.851673539173
1.2499999999999999e-6,39.95,-3478.9588383737832
1.5e-6,39.95,-3430.395621422179
1.75e-6,39.95,-3394.481670923546
2e-6,39.95,-3367.8263230942703
2.25e-6,39.95,-3348.24253027931
2.4999999999999998e-6,39.95,-3334.2369917000915
2.75e-6,39.95,-3324.7445966956716
3e-6,39.95,-3318.978906952316
3.25e-6,39.95,-3316.3426925496406
3.5e-6,39.95,-3316.3717172334
3.7499999999999997e-6,39.95,-3318.697964975233
4e-6,39.95,-3323.024758903122
4.25e-6,39.95,-3329.1094365258186
4.5e-6,39.95,-3336.7509844498513
4.749999999999999e-6,39.95,-3345.7810207784387
4.9999999999999996e-6,39.95,-3356.0570932382684
5.25e-6,39.95,-3367.45761414782
5.5e-6,39.95,-3379.877974751144
5.75e-6,39.95,-3393.2275240029117
6e-6,39.95,-3407.4271908180535
6.2499999999999995e-6,39.95,-3422.40759203098
6.5e-6,39.95,-3438.1075116617967
6.75e-6,39.95,-3454.472667338585
7e-6,39.95,-3471.4547011721024
7.25e-6,39.95,-3489.010347788446
7.499999999999999e-6,39.95,-3507.1007434637854
7.75e-6,39.95,-3525.690848580458
8e-6,39.95,-3544.7489618084455
8.249999999999999e-6,39.95,-3564.2463090657125
8.5e-6,39.95,-3584.156693858227
8.75e-6,39.95,-3604.4561983174513
9e-6,39.95,-3625.122926363619
1e-6,40,-3545.8382030208486
1.2499999999999999e-6,40,-3478.9498677799584
1.5e-6,40,-3430.3911510252815
1.75e-6,40,-3394.4817009960493
2e-6,40,-3367.830853908516
2.25e-6,40,-3348.2515621078405
2.4999999999999998e-6,40,-3334.2505248153534
2.75e-6,40,-3324.7626313701408
3e-6,40,-3319.0014434584696
3.25e-6,40,-3316.369731159915
3.5e-6,40,-3316.4032582204713
3.7499999999999997e-6,40,-3318.7340086116205
4e-6,40,-3323.065305461372
4.25e-6,40,-3329.1544862785186
4.5e-6,40,-3336.800537669747
4.749999999999999e-6,40,-3345.83507773811
4.9999999999999996e-6,40,-3356.1156542104013
5.25e-6,40,-3367.520679404896
5.5e-6,40,-3379.945544566107
5.75e-6,40,-3393.29959864845
6e-6,40,-3407.503770566797
6.2499999999999995e-6,40,-3422.4886771557663
6.5e-6,40,-3438.19310243539
6.75e-6,40,-3454.5627640338403
7e-6,40,-3471.549304061588
7.25e-6,40,-3489.109457145272
7.499999999999999e-6,40,-3507.2043595608366
7.75e-6,40,-3525.7989716904303
8e-6,40,-3544.861592204165
8.249999999999999e-6,40,-3564.3634470203942
8.5e-6,40,-3584.278339644627
8.75e-6,40,-3604.5823522085125
9e-6,40,-3625.253588632478
1e-6,40.05,-3545.8253330447537
1.2499999999999999e-6,40.05,-3478.9414724713483
1.5e-6,40.05,-3430.3872306560534
1.75e-6,40.05,-3394.482255837481
2e-6,40.05,-3367.835884232319
2.25e-6,40.05,-3348.26106818586
2.4999999999999998e-6,40.05,-3334.2645069191267
2.75e-6,40.05,-3324.781089771486
3e-6,40.05,-3319.024378429082
3.25e-6,40.05,-3316.3971429716826
3.5e-6,40.05,-3316.4351471450473
3.7499999999999997e-6,40.05,-3318.7703749208217
4e-6,40.05,-3323.106149427037
4.25e-6,40.05,-3329.1998081722804
4.5e-6,40.05,-3336.8503377639286
4.749999999999999e-6,40.05,-3345.889356304162
4.9999999999999996e-6,40.05,-3356.174411520323
5.25e-6,40.05,-3367.5839157307655
5.5e-6,40.05,-3380.013260179826
5.75e-6,40.05,-3393.3717938217064
6e-6,40.05,-3407.5804455718453
6.2499999999999995e-6,40.05,-3422.5698322645276
6.5e-6,40.05,-3438.278737919876
6.75e-6,40.05,-3454.652880166178
7e-6,40.05,-3471.6439011137204
7.25e-6,40.05,-3489.208535389302
7.499999999999999e-6,40.05,-3507.307919268707
7.75e-6,40.05,-3525.9070131344797
8e-6,40.05,-3544.9741156565524
8.249999999999999e-6,40.05,-3564.480452753059
8.5e-6,40.05,-3584.399827930027
8.75e-6,40.05,-3604.7083233186304
9e-6,40.05,-3625.384042839487
1e-6,40.1,-3545.8130621437444
1.2499999999999999e-6,40.1,-3478.9336510516478
1.5e-6,40.1,-3430.3838589882766
1.75e-6,40.1,-3394.483334192656
2e-6,40.1,-3367.841412881475
2.25e-6,40.1,-3348.271047399836
2.4999999999999998e-6,40.1,-3334.2789369688494
2.75e-6,40.1,-3324.799970927989
3e-6,40.1,-3319.04771096329
3.25e-6,40.1,-3316.4249271545386
3.5e-6,40.1,-3316.46738324763
3.7499999999999997e-6,40.1,-3318.807063214172
4e-6,40.1,-3323.1472901821135
4.25e-6,40.1,-3329.245401660363
4.5e-6,40.1,-3336.900384255696
4.749999999999999e-6,40.1,-3345.943856071266
4.9999999999999996e-6,40.1,-3356.233364833752
5.25e-6,40.1,-3367.647322861429
5.5e-6,40.1,-3380.0811213990655
5.75e-6,40.1,-3393.4441094008466
6e-6,40.1,-3407.6572157819273
6.2499999999999995e-6,40.1,-3422.651057376821
6.5e-6,40.1,-3438.364418205732
6.75e-6,40.1,-3454.743015896715
7e-6,40.1,-3471.738492560443
7.25e-6,40.1,-3489.30758282325
7.499999999999999e-6,40.1,-3507.4114229612665
7.75e-6,40.1,-3526.014973357145
8e-6,40.1,-3545.0865326806893
8.249999999999999e-6,40.1,-3564.5973268500334
8.5e-6,40.1,-3584.5211593711724
8.75e-6,40.1,-3604.8341123754817
9e-6,40.1,-3625.514289783559
1e-6,40.150000000000006,-3545.8013888557944
1.2499999999999999e-6,40.150000000000006,-3478.9264021291115
1.5e-6,40.150000000000006,-3430.381034701446
1.75e-6,40.150000000000006,-3394.484934811611
2e-6,40.150000000000006,-3367.847438676514
2.25e-6,40.150000000000006,-3348.281498640819
2.4999999999999998e-6,40.150000000000006,-3334.293813925967
2.75e-6,40.150000000000006,-3324.8192738715798
3e-6,40.150000000000006,-3319.07144016355
3.25e-6,40.150000000000006,-3316.4530828816905
3.5e-6,40.150000000000006,-3316.4999657719827
3.7499999999999997e-6,40.150000000000006,-3318.8440728060446
4e-6,40.150000000000006,-3323.1887271117103
4.25e-6,40.150000000000006,-3329.2912661981354
4.5e-6,40.150000000000006,-3336.950676671946
4.749999999999999e-6,40.150000000000006,-3345.9985766361947
4.9999999999999996e-6,40.150000000000006,-3356.2925138178316
5.25e-6,40.150000000000006,-3367.7109005349
5.5e-6,40.150000000000006,-3380.149128032643
5.75e-6,40.150000000000006,-3393.516545264776
6e-6,40.150000000000006,-3407.73408114665
6.2499999999999995e-6,40.150000000000006,-3422.7323525129204
6.5e-6,40.150000000000006,-3438.4501433836062
6.75e-6,40.150000000000006,-3454.8331713869156
7e-6,40.150000000000006,-3471.8330786335127
7.25e-6,40.150000000000006,-3489.406599749812
7.499999999999999e-6,40.150000000000006,-3507.5148710119065
7.75e-6,40.150000000000006,-3526.122852802369
8e-6,40.150000000000006,-3545.198843791017
8.249999999999999e-6,40.150000000000006,-3564.714069896282
8.5e-6,40.150000000000006,-3584.642334623895
8.75e-6,40.150000000000006,-3604.9597201055244
9e-6,40.150000000000006,-3625.644330261286
1e-6,40.2,-3545.790311724534
1.2499999999999999e-6,40.2,-3478.9197243181097
1.5e-6,40.2,-3430.37875647992
1.75e-6,40.2,-3394.4870564489934
2e-6,40.2,-3367.8539604419652
2.25e-6,40.2,-3348.292420804056
2.4999999999999998e-6,40.2,-3334.3091367563916
2.75e-6,40.2,-3324.838997638519
3e-6,40.2,-3319.09556513638
3.25e-6,40.2,-3316.481609329998
3.5e-6,40.2,-3316.532893965307
3.7499999999999997e-6,40.2,-3318.8814030138074
4e-6,40.2,-3323.230459603459
4.25e-6,40.2,-3329.337401243456
4.5e-6,40.2,-3337.0012145404057
4.749999999999999e-6,40.2,-3346.0535175974724
4.9999999999999996e-6,40.2,-3356.3518581414783
5.25e-6,40.2,-3367.774648490718
5.5e-6,40.2,-3380.2172798899733
5.75e-6,40.2,-3393.589101293567
6e-6,40.2,-3407.8110416165214
6.2499999999999995e-6,40.2,-3422.8137176935584
6.5e-6,40.2,-3438.5359135447243
6.75e-6,40.2,-3454.9233467983263
7e-6,40.2,-3471.927659564957
7.25e-6,40.2,-3489.505586471181
7.499999999999999e-6,40.2,-3507.6182637929264
7.75e-6,40.2,-3526.2306519128597
8e-6,40.2,-3545.3110495009514
8.249999999999999e-6,40.2,-3564.830682475453
8.5e-6,40.2,-3584.763354342049
8.75e-6,40.2,-3605.085147232699
9e-6,40.2,-3625.7741650675835
1e-6,40.25,-3545.779829299245
1.2499999999999999e-6,40.25,-3478.9136162378245
1.5e-6,40.25,-3430.3770230130417
1.75e-6,40.25,-3394.4896978641714
2e-6,40.25,-3367.860977007794
2.25e-6,40.25,-3348.303812789203
2.4999999999999998e-6,40.25,-3334.3249044295453
2.75e-6,40.25,-3324.8591412682613
3e-6,40.25,-3319.120084991519
3.25e-6,40.25,-3316.510505679273
3.5e-6,40.25,-3316.5661670774334
3.7499999999999997e-6,40.25,-3318.919053157485
4e-6,40.25,-3323.272487047753
4.25e-6,40.25,-3329.383806256846
4.5e-6,40.25,-3337.051997391914
4.749999999999999e-6,40.25,-3346.108678555738
4.9999999999999996e-6,40.25,-3356.4113974753477
5.25e-6,40.25,-3367.8385664692614
5.5e-6,40.25,-3380.2855767822402
5.75e-6,40.25,-3393.661777368247
6e-6,40.25,-3407.8880971424865
6.2499999999999995e-6,40.25,-3422.8951529399656
6.5e-6,40.25,-3438.6217287804725
6.75e-6,40.25,-3455.013542292393
7e-6,40.25,-3472.022235586227
7.25e-6,40.25,-3489.6045432888945
7.499999999999999e-6,40.25,-3507.72160167612
7.75e-6,40.25,-3526.3383711306224
8e-6,40.25,-3545.4231503222245
8.249999999999999e-6,40.25,-3564.947165169495
8.5e-6,40.25,-3584.8842191781882
8.75e-6,40.25,-3605.2103944797436
9e-6,40.25,-3625.903794994792
1e-6,40.3,-3545.7699401348627
1.2499999999999999e-6,40.3,-3478.9080765127524
1.5e-6,40.3,-3430.375832995195
1.75e-6,40.3,-3394.492857821458
2e-6,40.3,-3367.8684872081935
2.25e-6,40.3,-3348.315673500192
2.4999999999999998e-6,40.3,-3334.341115919334
2.75e-6,40.3,-3324.879703804802
3e-6,40.3,-3319.144998842825
3.25e-6,40.3,-3316.5397711130763
3.5e-6,40.3,-3316.5997843618325
3.7499999999999997e-6,40.3,-3318.957022560515
4e-6,40.3,-3323.314808837272
4.25e-6,40.3,-3329.430480701275
4.5e-6,40.3,-3337.103024758923
4.749999999999999e-6,40.3,-3346.164059113625
4.9999999999999996e-6,40.3,-3356.4711314923547
5.25e-6,40.3,-3367.902654213333
5.5e-6,40.3,-3380.3540185214238
5.75e-6,40.3,-3393.734573370849
6e-6,40.3,-3407.965247676775
6.2499999999999995e-6,40.3,-3422.976658273881
6.5e-6,40.3,-3438.707589182448
6.75e-6,40.3,-3455.1037580306015
7e-6,40.3,-3472.116806929032
7.25e-6,40.3,-3489.703470504565
7.499999999999999e-6,40.3,-3507.8248850328628
7.75e-6,40.3,-3526.446010896665
8e-6,40.3,-3545.5351467662554
8.249999999999999e-6,40.3,-3565.0635185595647
8.5e-6,40.3,-3585.0049297826154
8.75e-6,40.3,-3605.335462567253
9e-6,40.3,-3626.033220833705
1e-6,40.35,-3545.7606427915266
1.2499999999999999e-6,40.35,-3478.903103772816
1.5e-6,40.35,-3430.3751851259717
1.75e-6,40.35,-3394.496535089872
2e-6,40.35,-3367.876489881274
2.25e-6,40.35,-3348.328001845569
2.4999999999999998e-6,40.35,-3334.357770203875
2.75e-6,40.35,-3324.900684295521
3e-6,40.35,-3319.1703058070457
3.25e-6,40.35,-3316.5694048181604
3.5e-6,40.35,-3316.63374507478
3.7499999999999997e-6,40.35,-3318.995310548683
4e-6,40.35,-3323.357424368128
4.25e-6,40.35,-3329.4774240417833
4.5e-6,40.35,-3337.154296176623
4.749999999999999e-6,40.35,-3346.2196588756697
4.9999999999999996e-6,40.35,-3356.531059866302
5.25e-6,40.35,-3367.966911466444
5.5e-6,40.35,-3380.422604921141
5.75e-6,40.35,-3393.8074891844954
6e-6,40.35,-3408.0424931717816
6.2499999999999995e-6,40.35,-3423.0582337178384
6.5e-6,40.35,-3438.793494842739
6.75e-6,40.35,-3455.193994174727
7e-6,40.35,-3472.2113738245066
7.25e-6,40.35,-3489.802368418806
7.499999999999999e-6,40.35,-3507.9281142336336
7.75e-6,40.35,-3526.553571651504
8e-6,40.35,-3545.647039342531
8.249999999999999e-6,40.35,-3565.1797432251074
8.5e-6,40.35,-3585.1254868050155
8.75e-6,40.35,-3605.4603522139323
9e-6,40.35,-3626.1624433725815
1e-6,40.400000000000006,-3545.751935834608
1.2499999999999999e-6,40.400000000000006,-3478.8986966531147
1.5e-6,40.400000000000006,-3430.375078109598
1.75e-6,40.400000000000006,-3394.5007284432872
2e-6,40.400000000000006,-3367.8849838708193
2.25e-6,40.400000000000006,-3348.340796737542
2.4999999999999998e-6,40.400000000000006,-3334.3748662646112
2.75e-6,40.400000000000006,-3324.9220817917485
3e-6,40.400000000000006,-3319.1960050051357
3.25e-6,40.400000000000006,-3316.599405984515
3.5e-6,40.400000000000006,-3316.6680484758167
3.7499999999999997e-6,40.400000000000006,-3319.033916451114
4e-6,40.400000000000006,-3323.4003330381756
4.25e-6,40.400000000000006,-3329.524635746109
4.5e-6,40.400000000000006,-3337.205811181817
4.749999999999999e-6,40.400000000000006,-3346.2754774483556
4.9999999999999996e-6,40.400000000000006,-3356.591182273056
5.25e-6,40.400000000000006,-3368.0313379739832
5.5e-6,40.400000000000006,-3380.491335795814
5.75e-6,40.400000000000006,-3393.880524693186
6e-6,40.400000000000006,-3408.1198335811046
6.2499999999999995e-6,40.400000000000006,-3423.139879294592
6.5e-6,40.400000000000006,-3438.879445853527
6.75e-6,40.400000000000006,-3455.284250886256
7e-6,40.400000000000006,-3472.3059365038916
7.25e-6,40.400000000000006,-3489.9012373323712
7.499999999999999e-6,40.400000000000006,-3508.0312896483156
7.75e-6,40.400000000000006,-3526.6610538341934
8e-6,40.400000000000006,-3545.75882855999
8.249999999999999e-6,40.400000000000006,-3565.295839744156
8.5e-6,40.400000000000006,-3585.245890892719
8.75e-6,40.400000000000006,-3605.5850641370143
9e-6,40.400000000000006,-3626.291463398117
1e-6,40.45,-3545.7438178355187
1.2499999999999999e-6,40.45,-3478.894853793626
1.5e-6,40.45,-3430.3755106554177
1.75e-6,40.45,-3394.505436660169
2e-6,40.45,-3367.893968024255
2.25e-6,40.45,-3348.354057093138
2.4999999999999998e-6,40.45,-3334.39240308814
2.75e-6,40.45,-3324.9438953486906
3e-6,40.45,-3319.222095561324
3.25e-6,40.45,-3316.629773805413
3.5e-6,40.45,-3316.7026938276767
3.7499999999999997e-6,40.45,-3319.0728395991014
4e-6,40.45,-3323.443534248526
4.25e-6,40.45,-3329.5721152843757
4.5e-6,40.45,-3337.2575693137906
4.749999999999999e-6,40.45,-3346.331514440174
4.9999999999999996e-6,40.45,-3356.6514983901425
5.25e-6,40.45,-3368.0959334824884
5.5e-6,40.45,-3380.560210961483
5.75e-6,40.45,-3393.953679782073
6e-6,40.45,-3408.1972688590968
6.2499999999999995e-6,40.45,-3423.221595027555
6.5e-6,40.45,-3438.965442307516
6.75e-6,40.45,-3455.3745283272783
7e-6,40.45,-3472.400495197729
7.25e-6,40.45,-3490.000077545287
7.499999999999999e-6,40.45,-3508.1344116462424
7.75e-6,40.45,-3526.7684578833487
8e-6,40.45,-3545.870514926263
8.249999999999999e-6,40.45,-3565.4118086938793
8.5e-6,40.45,-3585.366142691664
8.75e-6,40.45,-3605.709599051741
9e-6,40.45,-3626.4202816943925
1e-6,40.5,-3545.7362873703473
1.2499999999999999e-6,40.5,-3478.8915738399187
1.5e-6,40.5,-3430.3764814779993
1.75e-6,40.5,-3394.510658523581
2e-6,40.5,-3367.90344119373
2.25e-6,40.5,-3348.367781833193
2.4999999999999998e-6,40.5,-3334.4103796639033
2.75e-6,40.5,-3324.9661240250907
3e-6,40.5,-3319.248576603184
3.25e-6,40.5,-3316.6605074781405
3.5e-6,40.5,-3316.737680395658
3.7499999999999997e-6,40.5,-3319.1120793277314
4e-6,40.5,-3323.4870274024506
4.25e-6,40.5,-3329.619862129013
4.5e-6,40.5,-3337.309570114298
4.749999999999999e-6,40.5,-3346.38776946112
4.9999999999999996e-6,40.5,-3356.7120078969515
5.25e-6,40.5,-3368.160697740088
5.5e-6,40.5,-3380.6292302354823
5.75e-6,40.5,-3394.0269543372383
6e-6,40.5,-3408.2747989606637
6.2499999999999995e-6,40.5,-3423.303380940763
6.5e-6,40.5,-3439.051484297404
6.75e-6,40.5,-3455.4648266593244
7e-6,40.5,-3472.4950501370863
7.25e-6,40.5,-3490.0988893572653
7.499999999999999e-6,40.5,-3508.23748059617
7.75e-6,40.5,-3526.875784236291
8e-6,40.5,-3545.9820989479244
8.249999999999999e-6,40.5,-3565.527650649236
8.5e-6,40.5,-3585.486242846457
8.75e-6,40.5,-3605.8339576711837
9e-6,40.5,-3626.5488990438457
1e-6,40.55,-3545.7293430213304
1.2499999999999999e-6,40.55,-3478.888855442517
1.5e-6,40.55,-3430.3779892962843
1.75e-6,40.55,-3394.5163928216707
2e-6,40.55,-3367.9134022356425
2.25e-6,40.55,-3348.3819698832644
2.4999999999999998e-6,40.55,-3334.4287949860827
2.75e-6,40.55,-3324.988766883821
3e-6,40.55,-3319.2754472624324
3.25e-6,40.55,-3316.691606202005
3.5e-6,40.55,-3316.773007448545
3.7499999999999997e-6,40.55,-3319.151634973977
4e-6,40.55,-3323.5308119063375
4.25e-6,40.55,-3329.6678757548275
4.5e-6,40.55,-3337.3618131261137
4.749999999999999e-6,40.55,-3346.4442421235044
4.9999999999999996e-6,40.55,-3356.7727104742885
5.25e-6,40.55,-3368.225630496636
5.5e-6,40.55,-3380.69839343559
5.75e-6,40.55,-3394.1003482453343
6e-6,40.55,-3408.3524238413675
6.2499999999999995e-6,40.55,-3423.3852370583163
6.5e-6,40.55,-3439.1375719164935
6.75e-6,40.55,-3455.555146044235
7e-6,40.55,-3472.589601552325
7.25e-6,40.55,-3490.197673067529
